QUEST_UNUSED_20150317_000018	그래, 멋지게 해치웠네.{nl}다음에 만날 땐 어떤 모습일지 더욱 궁금해지는걸?	그래, 멋지게 해치웠네.{nl}다음에 만날 땐 어떤 모습일지 더욱 궁금해지는걸?				위저드 마스터
QUEST_UNUSED_20150317_000020	네가 정말 그 명성에 걸맞는지 나와 내기를 해 볼까.{nl}이 숲을 뒤덮고 있는 역겨운 밴시들을 모두 처치하는 거지. 어때?	네가 정말 그 명성에 걸맞는지 나와 내기를 해 볼까.{nl}이 숲을 뒤덮고 있는 역겨운 밴시들을 모두 처치하는 거지. 어때?				아처 마스터
QUEST_UNUSED_20150317_000021	사실 내기가 뭐 그리 중요하겠어. 날 만난 게 더 중요하지.{nl}그럼, 클라페다에서 기다리겠어.	사실 내기가 뭐 그리 중요하겠어. 날 만난 게 더 중요하지.{nl}그럼, 클라페다에서 기다리겠어.				아처 마스터
QUEST_UNUSED_20150317_000022	왔군. 넌 정말 날 감탄하게 하는구나.{nl}다음엔 더 성장한 모습을 기대해도 되겠지?	왔군. 넌 정말 날 감탄하게 하는구나.{nl}다음엔 더 성장한 모습을 기대해도 되겠지?				아처 마스터
QUEST_UNUSED_20150317_000023	처음 클라페다에 왔을 때보다 더 여신의 은총이 충만해지신 것 같아요.{nl}당신의 신앙심이 얼마나 깊은지 알고 싶어요.{nl}	처음 클라페다에 왔을 때보다 더 여신의 은총이 충만해지신 것 같아요.{nl}당신의 신앙심이 얼마나 깊은지 알고 싶어요.{nl}				클레릭 마스터
QUEST_UNUSED_20150317_000024	물론 추상적인 기준으로 재보자는 건 아니에요.{nl}이 숲에 사악한 기운을 가져오는 밴시들을 여신의 이름으로 물리치는 거예요.	물론 추상적인 기준으로 재보자는 건 아니에요.{nl}이 숲에 사악한 기운을 가져오는 밴시들을 여신의 이름으로 물리치는 거예요.				클레릭 마스터
QUEST_UNUSED_20150317_000025	여신의 적은 우리의 적이나 다름없습니다.{nl}그럼, 클라페다에서 뵙겠습니다.	여신의 적은 우리의 적이나 다름없습니다.{nl}그럼, 클라페다에서 뵙겠습니다.				클레릭 마스터
QUEST_UNUSED_20150317_000026	오셨군요. 당신은 굉장한 신앙심을 보여 주셨습니다.{nl}그리고 제게 큰 영감도 주셨죠.{nl}이건 저의 작은 성의랍니다. 부디 옳은 일에 써 주세요.	오셨군요. 당신은 굉장한 신앙심을 보여 주셨습니다.{nl}그리고 제게 큰 영감도 주셨죠.{nl}이건 저의 작은 성의랍니다. 부디 옳은 일에 써 주세요.				클레릭 마스터
QUEST_UNUSED_20150317_000027	예전엔 고요했던 이곳이 이제 몬스터들로 잠시도 조용할 때가 없습니다.	예전엔 고요했던 이곳이 이제 몬스터들로 잠시도 조용할 때가 없습니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000028	저 몬스터를 그냥 두면 이곳에 모여드는 영혼을 공격하고 더럽힐 것입니다.	저 몬스터를 그냥 두면 이곳에 모여드는 영혼을 공격하고 더럽힐 것입니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000029	녀석들이 조금이라도 줄어드니 기분이 나아졌습니다.	녀석들이 조금이라도 줄어드니 기분이 나아졌습니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000030	사람들은 가족의 유골함을 이곳에 묻어두곤 했습니다.{nl}지금은 몬스터들이 전부 파헤치기 때문에 땅 위에 방치되어 있습니다.	사람들은 가족의 유골함을 이곳에 묻어두곤 했습니다.{nl}지금은 몬스터들이 전부 파헤치기 때문에 땅 위에 방치되어 있습니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000031	이곳에 유족들의 슬픈 울음소리가 잠깐씩 들리던 그 시절이.. 가장 좋은 시절이었습니다.	이곳에 유족들의 슬픈 울음소리가 잠깐씩 들리던 그 시절이.. 가장 좋은 시절이었습니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000032	아직 거두지 못한 유물함이 많겠지만, 이나마 지켜내서 다행이라 생각합니다.	아직 거두지 못한 유물함이 많겠지만, 이나마 지켜내서 다행이라 생각합니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000033	다른 부엉이 조각상들이 인도해야 할 영혼들이 돌아오고 있습니다.{nl}관문 부근에 문제가 생긴 것이 분명합니다.	다른 부엉이 조각상들이 인도해야 할 영혼들이 돌아오고 있습니다.{nl}관문 부근에 문제가 생긴 것이 분명합니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000034	뭔지 모르지만, 우리가 뭔가에 기만당하고 있는 느낌이 듭니다	뭔지 모르지만, 우리가 뭔가에 기만당하고 있는 느낌이 듭니다				약한 부엉이 조각상
QUEST_UNUSED_20150317_000035	역시 마족이었군요.{nl}이곳의 고요를 녀석이 더럽히고 있었습니다.	역시 마족이었군요.{nl}이곳의 고요를 녀석이 더럽히고 있었습니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000036	북쪽으로 달아난 영혼들이 녀석에 대한 정보를 알고 있을지 모릅니다.	북쪽으로 달아난 영혼들이 녀석에 대한 정보를 알고 있을지 모릅니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000037	길 잃은 영혼	길 잃은 영혼				
QUEST_UNUSED_20150317_000038	당신은 살아 있군요..{nl}하지만 당신도 결코 안전하지 않습니다.	당신은 살아 있군요..{nl}하지만 당신도 결코 안전하지 않습니다.				길 잃은 영혼
QUEST_UNUSED_20150317_000039	마족이 무슨 꿍꿍인지는 모르겠습니다만… 저 관문은 꼭 열려야합니다.	마족이 무슨 꿍꿍인지는 모르겠습니다만… 저 관문은 꼭 열려야합니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000040	모두 더 깊은 곳으로 부엉이 조각상을 찾아갔어요.{nl}우리가 이곳에서 탈출할 수 있게 좀 도와주시겠습니까?	모두 더 깊은 곳으로 부엉이 조각상을 찾아갔어요.{nl}우리가 이곳에서 탈출할 수 있게 좀 도와주시겠습니까?				길 잃은 영혼
QUEST_UNUSED_20150317_000041	몬스터는 영혼을 흡수하려고 쫓아 다닙니다.{nl}그들에게 사로잡히면 사악한 힘에 물들어 버리죠.	몬스터는 영혼을 흡수하려고 쫓아 다닙니다.{nl}그들에게 사로잡히면 사악한 힘에 물들어 버리죠.				길 잃은 영혼
QUEST_UNUSED_20150317_000042	정말 고맙습니다!{nl}이 틈을 노려서 떠날 수 있겠군요..	정말 고맙습니다!{nl}이 틈을 노려서 떠날 수 있겠군요..				길 잃은 영혼
QUEST_UNUSED_20150317_000043	미련 많은 영혼	미련 많은 영혼				
QUEST_UNUSED_20150317_000044	저는 알고 있어요.{nl}앞서 북쪽으로 갔던 영혼들은 그곳에 도달할 수 없을 거예요.{nl}하지만 이 위쪽에 다른 부엉이 조각상으로 갈 수 있는 길이 있어요.{nl}언덕 위의 사크몰리들 때문에 저는 갈 수 없지만..	저는 알고 있어요.{nl}앞서 북쪽으로 갔던 영혼들은 그곳에 도달할 수 없을 거예요.{nl}하지만 이 위쪽에 다른 부엉이 조각상으로 갈 수 있는 길이 있어요.{nl}언덕 위의 사크몰리들 때문에 저는 갈 수 없지만..				미련 많은 영혼
QUEST_UNUSED_20150317_000045	몬스터들은 왜 우리를 쫓아 다니는 것일까요..{nl}괴롭습니다.. 죽어서도..	몬스터들은 왜 우리를 쫓아 다니는 것일까요..{nl}괴롭습니다.. 죽어서도..				미련 많은 영혼
QUEST_UNUSED_20150317_000046	그 말이 사실인가요?{nl}길이 막혀있다니..	그 말이 사실인가요?{nl}길이 막혀있다니..				미련 많은 영혼
QUEST_UNUSED_20150317_000047	어쩔 수 없네요.{nl}일단 그 영혼들이 어디로 향했는지 알려드릴게요.{nl}북쪽으로 나아가면 부엉이 조각상이 하나 있습니다. 그곳으로 가보세요.	어쩔 수 없네요.{nl}일단 그 영혼들이 어디로 향했는지 알려드릴게요.{nl}북쪽으로 나아가면 부엉이 조각상이 하나 있습니다. 그곳으로 가보세요.				미련 많은 영혼
QUEST_UNUSED_20150317_000048	다시 녀석들이 몰려오기 전에 떠나고 싶어요..	다시 녀석들이 몰려오기 전에 떠나고 싶어요..				미련 많은 영혼
QUEST_UNUSED_20150317_000049	신성한 부엉이 조각상	신성한 부엉이 조각상				
QUEST_UNUSED_20150317_000050	저는 얼마전부터 변이된 데스모두스에게 계속 공격당하고 있습니다.{nl}나무로 만들어진 제 몸도 이대로라면 곧 부서지겠죠!	저는 얼마전부터 변이된 데스모두스에게 계속 공격당하고 있습니다.{nl}나무로 만들어진 제 몸도 이대로라면 곧 부서지겠죠!				신성한 부엉이 조각상
QUEST_UNUSED_20150317_000051	제게 맡겨진 유골함이나 영혼들을 또 다시 방황하게 만들고 싶진 않습니다…	제게 맡겨진 유골함이나 영혼들을 또 다시 방황하게 만들고 싶진 않습니다…				신성한 부엉이 조각상
QUEST_UNUSED_20150317_000052	작지만 악랄한 녀석들이죠.	작지만 악랄한 녀석들이죠.				신성한 부엉이 조각상
QUEST_UNUSED_20150317_000053	슬프지만, 우리 조각상들은 지금 조각가님께서 부여한 임무를 수행 할 수 없습니다.{nl}저 자신을 보호할 수만 있다면..{nl}	슬프지만, 우리 조각상들은 지금 조각가님께서 부여한 임무를 수행 할 수 없습니다.{nl}저 자신을 보호할 수만 있다면..{nl}				신성한 부엉이 조각상
QUEST_UNUSED_20150317_000054	책임져야할 영혼들이 너무 많습니다.	책임져야할 영혼들이 너무 많습니다.				신성한 부엉이 조각상
QUEST_UNUSED_20150317_000055	훌륭하군요!	훌륭하군요!				신성한 부엉이 조각상
QUEST_UNUSED_20150317_000056	남쪽으로 가세요.{nl}저처럼 부서져 가는 조각상이 있을 겁니다.	남쪽으로 가세요.{nl}저처럼 부서져 가는 조각상이 있을 겁니다.				신성한 부엉이 조각상
QUEST_UNUSED_20150317_000057	우울한 부엉이 조각상	우울한 부엉이 조각상				
QUEST_UNUSED_20150317_000058	살아있는 사람이 이곳에 오다니 신기하군요.{nl}영혼들을 보지 못한지 몇 년은 지난 것 같습니다.	살아있는 사람이 이곳에 오다니 신기하군요.{nl}영혼들을 보지 못한지 몇 년은 지난 것 같습니다.				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000059	당신 덕분에 여기서 몇 년은 버틸 수 있을 것 같습니다.	당신 덕분에 여기서 몇 년은 버틸 수 있을 것 같습니다.				신성한 부엉이 조각상
QUEST_UNUSED_20150317_000060	당신이 목격한 몬스터들은 저희를 궁지로 몰아넣은 할로우벤터 무리입니다.{nl}몬스터들을 막기 위해서는 텅 빈 부엉이들을 제거해야 합니다.{nl}할로우벤터 무리가 덫으로 이용하고 있으니 말입니다.{nl}계곡 깊은 곳의 텅 빈 부엉이 조각상들을 확인해야합니다.	당신이 목격한 몬스터들은 저희를 궁지로 몰아넣은 할로우벤터 무리입니다.{nl}몬스터들을 막기 위해서는 텅 빈 부엉이들을 제거해야 합니다.{nl}할로우벤터 무리가 덫으로 이용하고 있으니 말입니다.{nl}계곡 깊은 곳의 텅 빈 부엉이 조각상들을 확인해야합니다.				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000061	영혼은 부엉이들을을 찾아갑니다.{nl}하지만 텅빈 부엉이에게 먹혀버리지요.{nl}녀석은 영혼들이 우릴 찾아 헤맨다는 사실을 너무 잘 알고 있습니다	영혼은 부엉이들을을 찾아갑니다.{nl}하지만 텅빈 부엉이에게 먹혀버리지요.{nl}녀석은 영혼들이 우릴 찾아 헤맨다는 사실을 너무 잘 알고 있습니다				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000062	그렇게 많은 조각상을 이용하고 있을 줄이야..	그렇게 많은 조각상을 이용하고 있을 줄이야..				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000063	당신이 만난 영혼들이 말한 곳은 영혼들이 우리 부엉이들을 찾아 왔던 곳이었습니다.{nl}지금은 할로우벤터 무리가 설치한 함정으로 가득하죠.{nl}할로우벤터 무리의 함정은 누구에게나 위협이 됩니다.	당신이 만난 영혼들이 말한 곳은 영혼들이 우리 부엉이들을 찾아 왔던 곳이었습니다.{nl}지금은 할로우벤터 무리가 설치한 함정으로 가득하죠.{nl}할로우벤터 무리의 함정은 누구에게나 위협이 됩니다.				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000064	영혼은 길을 잃으면 또 다른 영혼을 찾아갑니다.{nl}밝게 빛나는 함정은 그런식으로 영혼들을 유혹하지요.	영혼은 길을 잃으면 또 다른 영혼을 찾아갑니다.{nl}밝게 빛나는 함정은 그런식으로 영혼들을 유혹하지요.				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000065	많은 함정이 있었군요..	많은 함정이 있었군요..				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000067	주변 할로우벤터 무리를 처치해야 나타날 것 같습니다.{nl}나오지 않는다면 끌어내야겠지요.	주변 할로우벤터 무리를 처치해야 나타날 것 같습니다.{nl}나오지 않는다면 끌어내야겠지요.				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000068	저 몬스터들은 어디서 나타난 것일까요?	저 몬스터들은 어디서 나타난 것일까요?				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000069	이래도 나오지 않았다면..{nl}짚이는 곳이 있습니다..	이래도 나오지 않았다면..{nl}짚이는 곳이 있습니다..				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000070	이래도 열쇠를 가진 할로우벤터가 나오지 않는다니..{nl}반드시 제가 알려드린 곳에 있을 겁니다.	이래도 열쇠를 가진 할로우벤터가 나오지 않는다니..{nl}반드시 제가 알려드린 곳에 있을 겁니다.				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000071	당신이 도착하면 분명히 모습을 드러낼 겁니다.	당신이 도착하면 분명히 모습을 드러낼 겁니다.				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000072	이건.. 관문 열쇠입니다.	이건.. 관문 열쇠입니다.				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000073	열쇠로 관문을 여십시오.{nl}관문의 건너편에 영혼들을 인도해주는 길잡이 영혼이 있을 겁니다.{nl}그 영혼이 당신을 도와줄 겁니다.	열쇠로 관문을 여십시오.{nl}관문의 건너편에 영혼들을 인도해주는 길잡이 영혼이 있을 겁니다.{nl}그 영혼이 당신을 도와줄 겁니다.				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000074	가끔 영혼들 중엔 인도받기보단 남아서 봉사하는 분들이 있습니다. 그 영혼은 그런 부류입니다.	가끔 영혼들 중엔 인도받기보단 남아서 봉사하는 분들이 있습니다. 그 영혼은 그런 부류입니다.				우울한 부엉이 조각상
QUEST_UNUSED_20150317_000075	길잡이 영혼	길잡이 영혼				
QUEST_UNUSED_20150317_000076	안녕하세요!{nl}아.. 살아계신 분이군요.	안녕하세요!{nl}아.. 살아계신 분이군요.				길잡이 영혼
QUEST_UNUSED_20150317_000077	저는 이미 인도받을 시기가 지났습니다. 하지만 절대로 타락하지 않았죠.{nl}당신이 오기 전까진 제가 안내해야 할 영혼이 없어서 포기하고 있던 참입니다.{nl}이제 가서 저 관문을 열어주세요.{nl}그리고 건너편의 부엉이 조각상에게 이제 여긴 안전하다고 꼭 전해주세요!	저는 이미 인도받을 시기가 지났습니다. 하지만 절대로 타락하지 않았죠.{nl}당신이 오기 전까진 제가 안내해야 할 영혼이 없어서 포기하고 있던 참입니다.{nl}이제 가서 저 관문을 열어주세요.{nl}그리고 건너편의 부엉이 조각상에게 이제 여긴 안전하다고 꼭 전해주세요!				길잡이 영혼
QUEST_UNUSED_20150317_000078	저요? 제 이야기를 하려면 사연이 너무 많은데…	저요? 제 이야기를 하려면 사연이 너무 많은데…				길잡이 영혼
QUEST_UNUSED_20150317_000079	마족을 처치하면 그 부하들이 사라질 줄 알았는데..{nl}아니었군요. 문을 열어 주셔서 감사합니다.	마족을 처치하면 그 부하들이 사라질 줄 알았는데..{nl}아니었군요. 문을 열어 주셔서 감사합니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000080	길잡이 영혼에게 조언을 들으세요.{nl}헤매는 영혼에게 도움이 필요합니다..	길잡이 영혼에게 조언을 들으세요.{nl}헤매는 영혼에게 도움이 필요합니다..				약한 부엉이 조각상
QUEST_UNUSED_20150317_000081	곤란하네요. 그 힘이 또 마족이면 어떡하죠?	곤란하네요. 그 힘이 또 마족이면 어떡하죠?				약한 부엉이 조각상
QUEST_UNUSED_20150317_000082	아, 그 영혼을 말씀하시는군요.{nl}그건 언덕 높은 곳에서 헤매고 있습니다.	아, 그 영혼을 말씀하시는군요.{nl}그건 언덕 높은 곳에서 헤매고 있습니다.				길잡이 영혼
QUEST_UNUSED_20150317_000083	가시겠다면 방향을 알려드리겠습니다.{nl}하지만 가시는 길에 다크슬라임이 많이 있습니다. {nl}분명 당신에게 큰 위협이 될 것입니다.	가시겠다면 방향을 알려드리겠습니다.{nl}하지만 가시는 길에 다크슬라임이 많이 있습니다. {nl}분명 당신에게 큰 위협이 될 것입니다.				길잡이 영혼
QUEST_UNUSED_20150317_000084	확실한 것은 그게 결코 마족이 아니라는 것입니다.{nl}그런데  매우 혼란스러워 보입니다.	확실한 것은 그게 결코 마족이 아니라는 것입니다.{nl}그런데  매우 혼란스러워 보입니다.				길잡이 영혼
QUEST_UNUSED_20150317_000085	이름 모를 영혼	이름 모를 영혼				
QUEST_UNUSED_20150317_000086	우리 부엉이들은 당신을 기다리고 있었습니다.{nl}환영합니다.	우리 부엉이들은 당신을 기다리고 있었습니다.{nl}환영합니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000087	저기 검은 지그리들이 돌아다니고 있습니다.{nl}조각가님께서 이 숲을 보면 얼마나 슬퍼하실지..	저기 검은 지그리들이 돌아다니고 있습니다.{nl}조각가님께서 이 숲을 보면 얼마나 슬퍼하실지..				약한 부엉이 조각상
QUEST_UNUSED_20150317_000088	저 앞에 흩어져 있는 유골함만 봐도 가슴이 아픕니다.	저 앞에 흩어져 있는 유골함만 봐도 가슴이 아픕니다.				약한 부엉이 조각상
QUEST_UNUSED_20150317_000089	붉은 푸라기가 우리를 위협하고 있습니다.{nl}저기 돌아다니는 것 좀 보세요.	붉은 푸라기가 우리를 위협하고 있습니다.{nl}저기 돌아다니는 것 좀 보세요.				길 잃은 영혼
QUEST_UNUSED_20150317_000090	검은 사크몰리들이 저기 있는 동안에는.. 지나갈 수 없습니다.{nl}언덕 위에 검은 사크몰리가 가득해요.	검은 사크몰리들이 저기 있는 동안에는.. 지나갈 수 없습니다.{nl}언덕 위에 검은 사크몰리가 가득해요.				미련 많은 영혼
QUEST_UNUSED_20150317_000091	저를 보호할 방법이 생각났습니다.{nl}피셔맨들이 집어삼킨 영혼들에서 미미하게나마 신성력이 느껴집니다.{nl}피셔맨들이 삼킨 신성력을 찾아온다면..	저를 보호할 방법이 생각났습니다.{nl}피셔맨들이 집어삼킨 영혼들에서 미미하게나마 신성력이 느껴집니다.{nl}피셔맨들이 삼킨 신성력을 찾아온다면..				신성한 부엉이 조각상
QUEST_UNUSED_20150317_000092	부엉이 조각상의 기다림	부엉이 조각상의 기다림				
QUEST_UNUSED_20150317_000093	고요의 숲(1)	고요의 숲(1)				
QUEST_UNUSED_20150317_000094	검은 지그리를 처치하겠다고 제안한다	검은 지그리를 처치하겠다고 제안한다				
QUEST_UNUSED_20150317_000095	고요의 숲(2)	고요의 숲(2)				
QUEST_UNUSED_20150317_000097	고요의 숲(3)	고요의 숲(3)				
QUEST_UNUSED_20150317_000098	관문을 확인하겠다고 제안한다	관문을 확인하겠다고 제안한다				
QUEST_UNUSED_20150317_000099	고요의 숲(4)	고요의 숲(4)				
QUEST_UNUSED_20150317_000100	영혼을 찾아보겠다고 제안한다	영혼을 찾아보겠다고 제안한다				
QUEST_UNUSED_20150317_000101	독 안에 든 영혼(1)	독 안에 든 영혼(1)				
QUEST_UNUSED_20150317_000102	붉은 푸라기를 처치하겠다고 제안한다	붉은 푸라기를 처치하겠다고 제안한다				
QUEST_UNUSED_20150317_000103	독 안에 든 영혼(2)	독 안에 든 영혼(2)				
QUEST_UNUSED_20150317_000104	검은 사카몰리를 처치하겠다고 제안한다	검은 사카몰리를 처치하겠다고 제안한다				
QUEST_UNUSED_20150317_000105	독 안에 든 영혼(3)	독 안에 든 영혼(3)				
QUEST_UNUSED_20150317_000106	부엉이 조각상을 확인해보겠다고 제안한다	부엉이 조각상을 확인해보겠다고 제안한다				
QUEST_UNUSED_20150317_000107	독 안에 든 영혼(4)	독 안에 든 영혼(4)				
QUEST_UNUSED_20150317_000109	부엉이 조각상의 구원요청	부엉이 조각상의 구원요청				
QUEST_UNUSED_20150317_000110	데스모두스를 처치하겠다고 제안한다	데스모두스를 처치하겠다고 제안한다				
QUEST_UNUSED_20150317_000111	숲에 스며든 마족(1)	숲에 스며든 마족(1)				
QUEST_UNUSED_20150317_000112	도움을 주겠다고 제안한다	도움을 주겠다고 제안한다				
QUEST_UNUSED_20150317_000113	숲에 스며든 마족(2)	숲에 스며든 마족(2)				
QUEST_UNUSED_20150317_000114	부엉이 조각상을 찾아가겠다고 제안한다	부엉이 조각상을 찾아가겠다고 제안한다				
QUEST_UNUSED_20150317_000115	영혼 사냥꾼(1)	영혼 사냥꾼(1)				
QUEST_UNUSED_20150317_000116	부엉이 조각상을 확인하겠다고 제안한다	부엉이 조각상을 확인하겠다고 제안한다				
QUEST_UNUSED_20150317_000117	영혼 사냥꾼(2)	영혼 사냥꾼(2)				
QUEST_UNUSED_20150317_000118	함정을 제거하겠다고 제안한다	함정을 제거하겠다고 제안한다				
QUEST_UNUSED_20150317_000119	영혼 사냥꾼(3)	영혼 사냥꾼(3)				
QUEST_UNUSED_20150317_000120	할로우벤터 무리를 처치하겠다고 제안한다	할로우벤터 무리를 처치하겠다고 제안한다				
QUEST_UNUSED_20150317_000121	영혼 사냥꾼(4)	영혼 사냥꾼(4)				
QUEST_UNUSED_20150317_000122	할로우벤터를 처치하겠다고 제안한다	할로우벤터를 처치하겠다고 제안한다				
QUEST_UNUSED_20150317_000123	관문 열기(1)	관문 열기(1)				
QUEST_UNUSED_20150317_000124	관문 열기(2)	관문 열기(2)				
QUEST_UNUSED_20150317_000125	부엉이 조각상에게 영혼의 이야기를 전해준다	부엉이 조각상에게 영혼의 이야기를 전해준다				
QUEST_UNUSED_20150317_000126	헤매는 영혼(1)	헤매는 영혼(1)				
QUEST_UNUSED_20150317_000127	헤매는 영혼(2)	헤매는 영혼(2)				
QUEST_UNUSED_20150317_000128	다크 슬라임을 처치하겠다고 제안한다	다크 슬라임을 처치하겠다고 제안한다				
QUEST_UNUSED_20150317_000129	헤매는 영혼(3)	헤매는 영혼(3)				
QUEST_UNUSED_20150317_000130	비테레지나의 습격	비테레지나의 습격				
QUEST_UNUSED_20150317_000135	밀실의 비밀	밀실의 비밀				
QUEST_UNUSED_20150317_000136	내기에 응하겠다고 한다	내기에 응하겠다고 한다				
QUEST_UNUSED_20150317_000137	시험을 받아 들인다	시험을 받아 들인다				
QUEST_UNUSED_20150317_000138	호기심의 긍정	호기심의 긍정				
QUEST_UNUSED_20150317_000139	해주겠다고 한다	해주겠다고 한다				
QUEST_UNUSED_20150317_000140	약한 부엉이 조각상과 대화한다	약한 부엉이 조각상과 대화한다				
QUEST_UNUSED_20150317_000143	검은 지그리 처치	검은 지그리 처치				
QUEST_UNUSED_20150317_000144	검은 지그리를 처치한다	검은 지그리를 처치한다				
QUEST_UNUSED_20150317_000145	유골함을 회수	유골함을 회수				
QUEST_UNUSED_20150317_000147	영혼의 관문 확인	영혼의 관문 확인				
QUEST_UNUSED_20150317_000148	영혼의 관문을 확인하고 돌아온다	영혼의 관문을 확인하고 돌아온다				
QUEST_UNUSED_20150317_000149	길 잃은 영혼과 대화	길 잃은 영혼과 대화				
QUEST_UNUSED_20150317_000150	북쪽길을 따라 올라가 길 잃은 영혼과 대화한다	북쪽길을 따라 올라가 길 잃은 영혼과 대화한다				
QUEST_UNUSED_20150317_000151	길 잃은 영혼과 대화한다	길 잃은 영혼과 대화한다				
QUEST_UNUSED_20150317_000152	붉은 푸라기 처치	붉은 푸라기 처치				
QUEST_UNUSED_20150317_000153	붉은 푸라기를 처치한다	붉은 푸라기를 처치한다				
