QUEST_JOBSTEP_20150317_000016	私は物質の第4形態について研究中でね。{nl}でもこの研究は、魂を操るボコルマスターの協力がなければ不可能なの。
QUEST_JOBSTEP_20150317_000017	これだけやれれば上出来さね。{nl}パイロマンサーマスターに必要な材料は全て揃ったと伝えておくれ。
QUEST_JOBSTEP_20150317_000018	いいわ。{nl}この研究はボコルマスターと進行中だから、彼女からやるべきことを聞いてちょうだい。
QUEST_JOBSTEP_20150317_000019	クリオマンサーマスター
QUEST_JOBSTEP_20150317_000020	私からクリオマンサーの魔法を学びたいのですね。{nl}もちろん教えて差し上げましょう。ただし、一つだけ条件があります。
QUEST_JOBSTEP_20150317_000021	パイロマンサーマスターは現在留守中です。{nl}まぁ、とても簡単なことですよ。
QUEST_JOBSTEP_20150317_000022	罪悪感など必要ありません。貴方はうまくやってくれました。{nl}これからは私があなたの後押しをしっかりいたしますのでご心配なく。
QUEST_JOBSTEP_20150317_000023	パイロマンサーの部屋にこっそり入って、そこにある箱を開けるのです。{nl}その中にあるものは…殺してしまえばいいでしょう。
QUEST_JOBSTEP_20150317_000024	これだけ集められれば十分よ。{nl}上位魔法は難しいから根性が必要になってくるわ。あなたならきっと大丈夫ね。
QUEST_JOBSTEP_20150317_000025	私から学びたいという心構えはいいが、代わと言っては何だが一つ頼みがある。{nl}やってもらえなければ続きは話せないな。{nl}
QUEST_JOBSTEP_20150317_000026	リディア・シャッフェンの物なら我らアーチャーにとっては聖物みたいなものだ。{nl}全財産を投げ打ってでも手に入れたい。
QUEST_JOBSTEP_20150317_000027	これを直接目にする日が来るとはな。{nl}ありがとう。これから徹底的に指導してやるから覚悟しておいたほうがいいぞ。
QUEST_JOBSTEP_20150317_000028	星の塔で消えた望遠鏡のレンズが水晶鉱山1階にあるそうだ。{nl}他のマスターたちが気づく前にレンズを回収してきてくれたら私のスキルを教えてやろう。
QUEST_JOBSTEP_20150317_000029	私から弓を学びたい…か。それならあなたに一つお願いするわ。{nl}それをどれだけうまくやれるかで決めようと思うの。
QUEST_JOBSTEP_20150317_000030	エボニフォン…許せない。
QUEST_JOBSTEP_20150317_000031	ハンターマスター
QUEST_JOBSTEP_20150317_000032	本を全部集めたのですね。ご苦労様でした。{nl}約束通りあなたにハンターのスキルを教えましょう。
QUEST_JOBSTEP_20150317_000033	実力は確かなようね。これから私があなたを指導するわ。{nl}私の期待にちゃんと応えてね。
QUEST_JOBSTEP_20150317_000034	水晶鉱山1階のバットたちは特別な毒を持っているらしいの。{nl}きっと暗殺者エボニフォンが使う毒だわ。その毒を採取してきて。
QUEST_JOBSTEP_20150317_000035	バーバリアンマスター
QUEST_JOBSTEP_20150317_000036	剣と剣を合わせることで相手の技量が分かるものだ。{nl}お前の実力を見せてみろ。俺を納得させられれば、真のバーバリアンに導いてやろう。
QUEST_JOBSTEP_20150317_000037	資質は十分だな。{nl}私がこれからバーバリアンにしてやろうじゃないか。
QUEST_JOBSTEP_20150317_000038	槍術を学びたいというあなたの気持ち、よく分かります。{nl}私の出す課題をこなしてきたら、私の槍術をお教えしましょう。
QUEST_JOBSTEP_20150317_000039	棘心の谷のグロルの皮。落雨林のチェイファラーの毒針。{nl}そして鉱山の村のユコプスの黒い粉を持ってきてください。
QUEST_JOBSTEP_20150317_000040	あなたの情熱が伝わりました。{nl}あなたになら槍術を習得する資格があるでしょう。
QUEST_JOBSTEP_20150317_000041	サイコキノマスター
QUEST_JOBSTEP_20150317_000042	サイコキノを理解したければ、しばらく私の助手として働いてみるのはどうだ？{nl}非常に見栄えのいい分野だということは私が保証しよう。
QUEST_JOBSTEP_20150317_000043	とりあえず棘心の谷にいるマッシュムを倒してしべを集めてきてくれ。{nl}壊れやすいから完全体のものを手に入れるのが難しいんだ。
QUEST_JOBSTEP_20150317_000044	よし。マッシュムのしべがちゃんと生きているな。{nl}君は今から実に面白いものを目にすることになるだろう。
QUEST_JOBSTEP_20150317_000045	棘心の谷のギンターラ街道に向かえ。{nl}私が設置しておいた実験用マッシュム人形にこの薬をかけて結果を教えてほしい。
QUEST_JOBSTEP_20150317_000046	周りのマッシュムたちが君を攻撃しただって？{nl}マッシュム人形をマッシュムが仲間だと認識したのだな。成功だ！{nl}
QUEST_JOBSTEP_20150317_000047	ご苦労だった。{nl}優秀な助手になってくれたから、サイコキノについて本格的に教えよう。
QUEST_JOBSTEP_20150317_000048	私の研究のテーマは、念力を物質の形態に転移させる方法論だ。{nl}どういうことかと言うと…薬を使って洗脳するということだ。
QUEST_JOBSTEP_20150317_000049	リンカーマスター
QUEST_JOBSTEP_20150317_000050	リンカーには資質というものが非常に重要です。{nl}心を閉ざしてしまうことは誰にもでできますが、他者の心を開くには特殊な資質が必要ですもの。
QUEST_JOBSTEP_20150317_000051	あなたにその資質があるのか、私が試験をしてさしげましょう。
QUEST_JOBSTEP_20150317_000052	よろしい。試験のために少し必要な材料があります。{nl}関門路からソーンボールの棘とヴェリグラーの欠片を持ってきてください。
QUEST_JOBSTEP_20150317_000053	素晴らしい。{nl}しかし、これは試験の準備に過ぎません。
QUEST_JOBSTEP_20150317_000054	試験を始めましょう。{nl}関門路に裏世界の裂け目があります。{nl}
QUEST_JOBSTEP_20150317_000055	普通の人たちには見えませんが、リンカーの資質があれば{nl}その裂け目を見つけることができるでしょう。{nl}そこに本がありますので、みつけて持ってきてください。
QUEST_JOBSTEP_20150317_000056	まだですか？{nl}関門路に行って私が地図に示したところに行ってください。
QUEST_JOBSTEP_20150317_000057	本を持ってきましたね。試験は合格です。{nl}せっかく持ってきたので、その本を読んでリンカーの心得を学んでください。
QUEST_JOBSTEP_20150317_000058	サッパーのスキルか…。それなら当然授業料が必要だぞ。{nl}俺じゃなくクラペダにいるクレリックマスターに寄付金を払うんだ。{nl}そうだな…5,000シルバーくらいか？
QUEST_JOBSTEP_20150317_000059	おっと、もう一つ。{nl}シャウレイ西の森のフルーデ島に隠したアイテムがある。{nl}クラペダに行く前にそれを見つけてクラペダの元の持ち主たちに返してやってくれ。{nl}{nl}
QUEST_JOBSTEP_20150317_000060	あ、これは…どこかで見たような…。う～ん…絶対に見覚えがあるんだけど…。{nl}とりあえず、くださるのならありがたくいただきますね！
QUEST_JOBSTEP_20150317_000061	お、これは私が失くした道具じゃないか。{nl}ありがとう！今までどこにあったんだ…？
QUEST_JOBSTEP_20150317_000062	寄付金を忘れたのか？{nl}5,000シルバーだ。
QUEST_JOBSTEP_20150317_000063	クレリックマスター
QUEST_JOBSTEP_20150317_000064	女神の名のもとに感謝いたします。{nl}この寄付金はモンスターから被害を被った方々のために使うとお約束します。{nl}
QUEST_JOBSTEP_20150317_000065	俺は元々泥棒だったんだが、ちょっと考えるところがあって完全に足を洗ったんだ。{nl}だがずっと気になってることがあってな…。この機会に完全に決着をつけたいと思ってね。
QUEST_JOBSTEP_20150317_000066	とにかくご苦労だったな。{nl}これから教え合ったりしながら仲良くやろうぜ。
QUEST_JOBSTEP_20150317_000067	本を探しています。リディア・シャッフェン様の本4冊なのですが。{nl}本探しを手伝ってくだされば、私のスキルをお教えしましょう。
QUEST_JOBSTEP_20150317_000068	その本は鉱山の村にあったのですが、ゴブリン襲撃事件の時に失くしてしまったと聞きました。{nl}ゴブリン前哨基地に行ってみてください。
QUEST_JOBSTEP_20150317_000069	この本です。最高のアーチャーを目指すならこの本が必要となるでしょう。{nl}本を全て集めたら写本を作って差し上げます。
QUEST_JOBSTEP_20150317_000070	次の巻はクォレルシューターマスターが持っています。{nl}前にメログの皮を探していたので、もしかするとそれと取引してくれるかもしれませんね。
QUEST_JOBSTEP_20150317_000071	ハンターマスターからメログの皮はまだか？
QUEST_JOBSTEP_20150317_000072	このくらいなら質は良いほうだ。ハンターマスターもなかなかやるな。{nl}本は君が持っていきなさい。{nl}
QUEST_JOBSTEP_20150317_000073	メログは落雨林に、クォレルシューターマスターはクラペダにいます。{nl}他の人に先を越されるかもしれないので早く行ったほうがいいですよ。
QUEST_JOBSTEP_20150317_000074	次の本はクラペダのアーチャーマスターが持っています。{nl}そんなに冷たい人ではないので、誠心誠意頼めば本をくれると思います。{nl}
QUEST_JOBSTEP_20150317_000075	彼は今、崩れた城壁を修理する仕事を手伝っているそうです。{nl}鉱山の村に運んだ岩があるそうなので、それを持っていって頼んでみてもいいかもしれませんね。
QUEST_JOBSTEP_20150317_000076	この岩はハンターマスターからか？{nl}リディア・シャッフェンの本なら手ぶらで来ても貸してやるのに。とにかく助かったよ。
QUEST_JOBSTEP_20150317_000077	最後の本は、クラペダのレンジャーマスターが持っています。{nl}彼女にはこの袋を渡せば大丈夫でしょう。{nl}私が直接行ってもいいのですが、気軽に顔を合わせられる間柄ではないので…。
QUEST_JOBSTEP_20150317_000078	理由は聞かないでください。仕事は仕事ですが、あまり会いたくないのは事実ですから。
QUEST_JOBSTEP_20150317_000079	この袋は…ハンターマスターの代わりに持ってきたのね？{nl}はい、この本を彼女に渡して。{nl}
QUEST_JOBSTEP_20150317_000080	あの女がそこまで頭を下げてるんだから、私だってそんなに意地悪しないわよ。
QUEST_JOBSTEP_20150317_000081	このくらいなら十分です。{nl}他の人が持っていく前に急いでクォレルシューターマスターに届けてください。
QUEST_JOBSTEP_20150317_000082	このくらいあれば城壁の補修にも役立つでしょう。{nl}アーチャーマスターに持っていってください。
QUEST_JOBSTEP_20150317_000083	私のスキルを学びたいというのは君か。よい心掛けだ。{nl}リディア・シャッフェンの本を見つけてくれる人を探していたんだ。手伝ってくれるな？
QUEST_JOBSTEP_20150317_000084	鉱山の村に1冊あるそうだが、ゴブリンに襲撃された時になくなってしまったらしい。{nl}きっとゴブリン前哨基地にあるだろう。
QUEST_JOBSTEP_20150317_000085	おお、そうだ。これだよ、これ。{nl}クォレルシューターを夢見る君にとっても大いに役立つはずだ。{nl}本を全部集めたら、私が写本を作ってあげよう。
QUEST_JOBSTEP_20150317_000086	残り3冊だ。{nl}そのうちの1冊は、おそらくハンターマスターに金を握らせれば手に入ると思うが…。{nl}
QUEST_JOBSTEP_20150317_000087	問題は私が無一文ということだ。
QUEST_JOBSTEP_20150317_000088	私が持っているリディア・シャッフェン様の本ですか？{nl}5,000シルバーでお譲りしましょう。
QUEST_JOBSTEP_20150317_000089	では、面目ないが頼んだぞ。{nl}おそらく5,000シルバーほどで足りるはずだ。{nl}
QUEST_JOBSTEP_20150317_000090	5,000シルバー…はい、確かに。{nl}こちらがお探しの本ですよ。
QUEST_JOBSTEP_20150317_000091	ありがとう。さて、次の本はアーチャーマスターが持っているはずだ。{nl}あいつは今も城壁修理をやってるだろうから、石材でも持っていけば喜ぶんじゃないか？
QUEST_JOBSTEP_20150317_000092	私が直接持っていくこともできるんだが…ううっ!!腰が…。{nl}それほど冷たい人間でもないから、丁寧に頼めば本をくれるかもしれないぞ。{nl}
QUEST_JOBSTEP_20150317_000093	クラペダの崩れた城壁を修理する仕事を手伝っていると言っていたな。{nl}鉱山の村に運んだ岩が必要らしいから、それを持っていけばきっと感動すると思うぞ。
QUEST_JOBSTEP_20150317_000094	この岩はクォレルシューターマスターのおっさんの入れ知恵か？{nl}リディア・シャッフェンの本なら手ぶらで来ても貸してやるのに。{nl}とにかく助かったよ。
QUEST_JOBSTEP_20150317_000095	さあ、次で最後だ。{nl}レンジャーマスターにこの袋を届けて本をもらってきてくれ。
QUEST_JOBSTEP_20150317_000096	クォレルシューターマスターから？{nl}そう、ご苦労だったわね。はい、約束の本よ。
QUEST_JOBSTEP_20150317_000097	早く本を持ってきてくれ。{nl}我慢できない！
QUEST_JOBSTEP_20150317_000098	そうだ、これだ！ありがとう!{nl}約束通り君がさらに強くなれるようにクォレルシューターのスキルを教えてやるからな。{nl}
QUEST_JOBSTEP_20150317_000099	これくらいあればきっと城壁補修に役立つはずだ。{nl}早くアーチャーマスターに届けてくれ。
QUEST_JOBSTEP_20150317_000100	私のスキルをさらに学びたければ条件がある。{nl}リディア・シャッフェン様の本を4冊探すのを手伝ってくれ。
QUEST_JOBSTEP_20150317_000101	聞いたところによると、最初の1冊はゴブリンに襲撃されるまで鉱山の村の人が持っていたらしい。{nl}だからおそらくゴブリン前哨基地にあるのではないかと思う。
QUEST_JOBSTEP_20150317_000102	思ったよりずいぶん早く持ってきて驚いたよ。{nl}保存状態もとても良い。{nl}
QUEST_JOBSTEP_20150317_000103	次の本はハンターマスターから買えるかと思うが…。{nl}城壁を自費で修理してるから一文無しでな、ハハ…。
QUEST_JOBSTEP_20150317_000104	リディア・シャッフェン様の2冊目の本ですか？{nl}5,000シルバーでお譲りしましょう。
QUEST_JOBSTEP_20150317_000105	おそらく5,000シルバーほどあれば買えると思うぞ。{nl}本の相場はそのくらいらしいからな。
QUEST_JOBSTEP_20150317_000106	あ、ちょうどいいところに来たな。{nl}クォレルシューターマスターがメログの皮を手に入れてくれれば次の巻の写本を作ってくれるそうだ。
QUEST_JOBSTEP_20150317_000107	アーチャーマスターからメログの皮はまだか？
QUEST_JOBSTEP_20150317_000108	メログは落雨林で簡単に見つけられる。{nl}奴らを倒して皮をクラペダにいらっしゃるクォレルシューターマスターに持っていってくれ。
QUEST_JOBSTEP_20150317_000109	これはなかなか良質だな。{nl}さあ、写本は前もって用意しておいたから持っていきなさい。
QUEST_JOBSTEP_20150317_000110	次が最後だ。{nl}レンジャーマスターにこの袋を持っていって本を受け取ってきてくれ。
QUEST_JOBSTEP_20150317_000111	アーチャーマスターから？{nl}ご苦労だったわね。はい、約束の本よ。
QUEST_JOBSTEP_20150317_000112	本はまだか？{nl}早くリディア・シャッフェン様の本が全巻揃うのを見たいのだが…。
QUEST_JOBSTEP_20150317_000113	これで全部だな！ありがとう！{nl}それでは約束通り、私のスキルを伝授してやるから引き続きよろしくな。
QUEST_JOBSTEP_20150317_000114	集めたい本があるの。リディア・シャッフェンの本よ。{nl}集めてくれたら私の更なるスキルを伝授してあげてもいいわよ。どう？
QUEST_JOBSTEP_20150317_000115	初巻は鉱山の村にあるって聞いたけど、ゴブリンたちの襲撃でなくなっちゃったみたい。{nl}だからたぶんゴブリン前哨基地にあるんじゃないかしら？
QUEST_JOBSTEP_20150317_000116	あら、なかなかやるじゃない。{nl}今度あなたも読んでみるといいわ。きっと役に立つから。
QUEST_JOBSTEP_20150317_000117	問題はハンターマスターよ。私、あの女の顔なんて見たくないのよね。{nl}だからあなたが授業料だと思って彼女から次の本を買ってきてちょうだい。
QUEST_JOBSTEP_20150317_000118	私が持っている本のことですか？{nl}いいでしょう。5,000シルバーでお譲りしますよ。
QUEST_JOBSTEP_20150317_000119	5,000シルバーくらい持っていけばいいんじゃないかしら。{nl}このくらいならあなたが出してくれるわよね？
QUEST_JOBSTEP_20150317_000120	ちょうどいいところに来たわ。{nl}クォレルシューターマスターがメログの皮を持ってくれば次の巻の写本を作ってくれるそうよ。
QUEST_JOBSTEP_20150317_000121	レンジャーマスターから聞いていないのか？{nl}メログの皮を頼んだのだが。
QUEST_JOBSTEP_20150317_000122	メログは落雨林に、クォレルシューターマスターはクラペダにいるわ。{nl}早く行かないと他の人に本を横取りされるかもしれないわよ。
QUEST_JOBSTEP_20150317_000123	ふむ、なかなか質が良いな。{nl}さあ、この本をレンジャーマスターに持っていきなさい。{nl}
QUEST_JOBSTEP_20150317_000124	最後の本はクラペダのアーチャーマスターが持ってるわ。{nl}崩れた城壁を修理してるそうだから、簡単に本が手に入るかもしれないわよ。
QUEST_JOBSTEP_20150317_000125	鉱山の村に城壁修理にぴったりの岩があるって聞いたの。{nl}それをアーチャーマスターに届けてやってよ。
QUEST_JOBSTEP_20150317_000126	この岩は…レンジャーマスターからか？{nl}リディア・シャッフェンの本なら手ぶらで来ても貸してやったのに。とにかく助かったよ。
QUEST_JOBSTEP_20150317_000127	ついに全部集めたわね。ご苦労様。{nl}約束通り私のスキルを伝授してあげるけど、ついてこられるかどうかはあなた次第ね。
QUEST_JOBSTEP_20150317_000128	あら、良い皮じゃない。{nl}早くクォレルシューターマスターに持っていって。
QUEST_JOBSTEP_20150317_000129	何で私に持ってくるのよ。{nl}早くアーチャーマスターに持っていってちょうだい。
QUEST_JOBSTEP_20150317_000130	彫刻家テスラ
QUEST_JOBSTEP_20150317_000131	そもそも彫刻家とは、実力も重要だが材料を見分ける目も重要なのじゃ。{nl}わしの探している青い水晶を持ってくれば、おぬしがわしのスキルを覚えられるよう{nl}手を貸してやろう。
QUEST_JOBSTEP_20150317_000132	そこが問題じゃ。{nl}発見されると同時に、どこからか湧いて出てきたイェクブがあっという間に{nl}飲み込んでしまったそうでのう。{nl}水晶鉱山2階を探してみるといいじゃろう。
QUEST_JOBSTEP_20150317_000133	おお、これじゃよ、これ。{nl}わしは時間が有り余っているから、ゆっくり教えてやろう。
QUEST_JOBSTEP_20150317_000134	更なるハイランダーの剣法を学びたいと言うのか？{nl}では、君がペルタストたちの協力を得てこられたら考えよう。
QUEST_JOBSTEP_20150317_000135	協力を仰ぐ代わりにウッドバックラー用の板を5枚支援してやればいい。{nl}インディゴツリー高原のウペントくらいなら十分だろう。
QUEST_JOBSTEP_20150317_000136	お持ちいただいた資材はありがたくいただきますけど、ハイランダーマスターが何も見返りなく送ってきたとは思ってはいません。{nl}全く何をやらされるのやら。{nl}こんな状況ですからね。もちろん協力しますけど。
QUEST_JOBSTEP_20150317_000137	マスター間の全面的な協力、ですか。分かりました。{nl}私たちペルタストも参加するとお伝えください。
QUEST_JOBSTEP_20150317_000138	こうしてマスター間の結束を固めていけば、王国再建の日もそう遠くないだろう。{nl}任務を立派に遂行してくれたから、私の剣法を伝授してあげよう。
QUEST_JOBSTEP_20150317_000139	そのくらいならば十分だ。{nl}それを利用してペルタストマスターの協力を仰いでくれ。
QUEST_JOBSTEP_20150317_000140	私たちペルタストはハイランダーとの盟約にしたがって王国再建に尽力することを決めました。{nl}よって、あなたも私の教えを求めるならばそれに対する道理を尽くす義務があります。{nl}
QUEST_JOBSTEP_20150317_000141	騎士団長ウスカ様のところに行って力を貸してあげてください。
QUEST_JOBSTEP_20150317_000142	ペルタストマスターの要請でいらっしゃったのですね。{nl}先日ハイランダーマスターが他のマスターたちの協力を仰ぐと豪語していましたので。{nl}
QUEST_JOBSTEP_20150317_000143	まさか本当に実現させるとは思いませんでした。{nl}
QUEST_JOBSTEP_20150317_000144	我々ペルタストは、人として守るべき道理を最も重要と考えています。
QUEST_JOBSTEP_20150317_000145	ちょうど捜索支援を要請しようとしていたところです。{nl}
QUEST_JOBSTEP_20150317_000146	先日、棘心の谷に4名の偵察兵を送りましたが、全員失踪してしまいました。{nl}棘の森を甘く見て痛い目に遭ったのではないかと心配です。彼らの行方を追ってください。
QUEST_JOBSTEP_20150317_000147	もしかすると一刻を争う危険なことが起きているかもしれません。{nl}早く棘心の谷に行ってください。
QUEST_JOBSTEP_20150317_000148	これは…彼らの遺品ですね。{nl}これで家族に遺品だけでも渡せますね。ありがとうございます。{nl}
QUEST_JOBSTEP_20150317_000149	ハイランダーマスターには私から別途お伝えしますので、帰っていただいて大丈夫ですよ。{nl}ご苦労様でした。
QUEST_JOBSTEP_20150317_000150	気持ちは晴れないでしょうが、とにかく任務は立派にこなしてくれました。{nl}約束通りペルタストの教えを受けることを許可します。
QUEST_JOBSTEP_20150317_000151	研究に必要な火の気を集めなければならないんだけど、今忙しいのよ。{nl}ちょっと頼まれてくれないかしら？集めてくれたら、もっと上位魔法を覚えられるよう手伝ってあげるわ。
QUEST_JOBSTEP_20150317_000152	その壺を見守り続けなければ割れちゃうから気をつけてね。
QUEST_JOBSTEP_20150317_000153	降り木の花園に行ってこの壺を地面に置いて。{nl}それから近くにいるモンスターを退治すれば壺に気が集まると思うわ。
QUEST_JOBSTEP_20150317_000154	私はある珍しい本を探しています。{nl}その本を見つけてくだされば、貴方がクリオマンサーの魔法をさらに学べるようお手伝いいたしましょう。
QUEST_JOBSTEP_20150317_000155	本を探していると言ったか？{nl}すまないが、もう手遅れかもしれん…。
QUEST_JOBSTEP_20150317_000156	鉱山の村にあるという噂を聞きましたが、正確な場所は分かりませんね。{nl}おそらく村長なら知っているかも…
QUEST_JOBSTEP_20150317_000157	ゴブリンたちに村を襲撃された時、本は全て奴らが持っていってしまった。{nl}おそらく前哨基地で燃料として使うつもりだろう。
QUEST_JOBSTEP_20150317_000158	そんな珍しい本があったとはな。すまない。{nl}知っていたなら我々も大事にしただろう。
QUEST_JOBSTEP_20150317_000159	見つけてきたのですね。ご苦労様でした。{nl}私の修練についてくるつもりならば、相当な努力が必要ですよ。
QUEST_JOBSTEP_20150317_000160	その本が最後に目撃された場所は鉱山の村だそうです。{nl}とても珍しい本なので、もしかしたら村長が知っているかもしれませんね。
QUEST_JOBSTEP_20150317_000161	本を見つけたようだな。よく分からんがよかったな。{nl}早くその本を待っている人のところに持っていくといい。
QUEST_JOBSTEP_20150317_000162	クリヴィスマスター
QUEST_JOBSTEP_20150317_000163	そもそもクリヴィスとは、人間のしがらみから自由になってクレリックとして自身を捧げなければならない。{nl}シャウレイ森の全ての女神像に奉献の祈りを捧げるのだ。{nl}
QUEST_JOBSTEP_20150317_000164	懺悔しなさい。{nl}女神に全てを告白し新たに生まれ変わるのだ。
QUEST_JOBSTEP_20150317_000165	そなたからは女神の加護が存分に感じられる。{nl}兄弟よ、クリヴィスとしての転生を祝福しよう。
QUEST_JOBSTEP_20150317_000166	ソードマンマスター
QUEST_JOBSTEP_20150317_000167	＜死ぬ気で戦えば生きる＞という昔の言葉がある。{nl}おぬしがこの言葉の意味を悟った時、わしの秘儀を教えよう。
QUEST_JOBSTEP_20150317_000168	まだ悟れていないようだな。{nl}もう少し戦ってみなさい。
QUEST_JOBSTEP_20150317_000169	うむ…ついに悟ったか。{nl}ソードマンとしての自覚を持って精進し続けなさい。
QUEST_JOBSTEP_20150317_000170	ならば七彩高原のメンティウッドと戦ってみなさい。{nl}その過程で悟りを開けるだろう。
QUEST_JOBSTEP_20150317_000171	プリーストに求められる最も重要なことは、女神を信じ証明することです。{nl}悪霊に憑依された兵士を女神の名のもとに除霊してください。
QUEST_JOBSTEP_20150317_000172	その兵士は鉱山の村で手当てを受けています。{nl}誠実な心がきっとあなたの力となるでしょう。
QUEST_JOBSTEP_20150317_000173	あなたの誠実な心は立証されました。{nl}兄弟よ、女神の名のもとに我らは共に歩んでいくのです。
QUEST_JOBSTEP_20150317_000174	あたいの魔法授業の続きを受けたいなら、まずあたいの研究を手伝ってよ。{nl}素質について考えるのはその後だね。
QUEST_JOBSTEP_20150317_000175	じゃあとりあえず、棘心の谷でグロルの皮、落雨林でチェイファラーの触角。{nl}最後に鉱山の村のユコプスの核を持ってきてよ。よろしくね。
QUEST_JOBSTEP_20150317_000176	全部集めてきたね。{nl}さて、材料も集まったことだし次の段階に移ろっか。
QUEST_JOBSTEP_20150317_000177	クラペダがいくら首都から遠く離れてる都市とはいえ、{nl}モンスターの攻撃をほとんど受けたことないってすごいと思わない？思うわよね？{nl}あたいはこの点に着目して巨大な魔方陣を作る研究をしてるのよ。{nl}
QUEST_JOBSTEP_20150317_000178	研究には蓄積した資料が必要でね。{nl}魔術書をクラペダのあちこちで使ってきてくれない？
QUEST_JOBSTEP_20150317_000179	設置する場所は地図に記しておいたよ。{nl}一つ残らずちゃんと使ってね。
QUEST_JOBSTEP_20150317_000180	ご苦労様。おかげで良い資料が集まったよ。{nl}研究は無事に終わったから、いつでも修練を受けに来てね。
QUEST_JOBSTEP_20150317_000181	クレリックの信仰について学びに来たのですね。{nl}鉱山の村の兵士たちの治療を手伝ってくださればお教えします。
QUEST_JOBSTEP_20150317_000182	クレリックマスターはまだお若いのに多くの人々の希望となってくれるのですね。{nl}この聖水を持って患者たちのところに行ってください。
QUEST_JOBSTEP_20150317_000183	彼らの治療には聖水が必要です。{nl}まずプリーストマスターとクリヴィスマスターから聖水をもらってきてください。
QUEST_JOBSTEP_20150317_000184	クレリックマスターの頼みなら聖水はいくらでも持っていきなさい。{nl}あの方は本当に美しい心をお持ちで…私のような老いた司祭は嫉妬してしまうよ。
QUEST_JOBSTEP_20150317_000185	クレリックマスターによろしくお伝えください。{nl}では、女神の加護があらんことを。
QUEST_JOBSTEP_20150317_000186	マスターたちに聖水をもらいに行く際、私のこともよろしくお伝えください。
QUEST_JOBSTEP_20150317_000187	奉仕とは他人に行うものではありますが、自身の鏡を磨くことでもあります。{nl}患者たちを治療する過程で、あなたの彷徨える心も磨かれることを祈っています。
QUEST_JOBSTEP_20150317_000188	ご苦労様でした。{nl}約束通りクレリックの信仰についてお教えします。
QUEST_JOBSTEP_20150317_000189	私は、名匠の槍はすぐに持てなくても愛情を注いだ槍は必ず持つべきだと思います。{nl}あなたはどう思いますか？
QUEST_JOBSTEP_20150317_000190	槍はホプライトの自負心です。{nl}強力な槍こそホプライトが掲げる誇りなのです。
QUEST_JOBSTEP_20150317_000191	実に素晴らしいですね。{nl}あなたは私から槍術を学ぶ資格が十分にあります。
QUEST_JOBSTEP_20150317_000192	…本当ですね？{nl}私に信用されたければ、6段階に強化された槍を作って見せてください。{nl}
QUEST_JOBSTEP_20150317_000193	現実が私の思った通りに動く。自分の思いだけで全てが変わる！{nl}こういうのがまさに超能力だ。{nl}自身の力をどれだけ信じているかによってその強さも変わるが…{nl}
QUEST_JOBSTEP_20150317_000194	おっと、退屈な話をしてしまったな。{nl}サイコキノを目指していると言ったかな？{nl}私の仕事を少し手伝ってくれれば、君の中に隠された強い超能力を発揮できるよう力添えしよう。
QUEST_JOBSTEP_20150317_000195	いにしえの女神の庭にあるナルディマの双子滝に行きなさい。{nl}そこにある魔族のエキスを持ってくるのだ。{nl}期待しているぞ。
QUEST_JOBSTEP_20150317_000196	これだ、これだ。{nl}色一つ取っても魔気が溢れ出てきそうだ。{nl}ハハ！今から真のサイコキノとは何か教えてやるから覚悟しておいたほうがいいぞ！
